"SAMPLES","CLASS","X","Y"
"cell1862","class2",4.3004288103,-0.182245092
"cell1863","class2",4.8318989959,-0.1566833973
"cell1864","class2",4.3042472168,0.1310981217
"cell1865","class2",5.0131992276,-0.7690167705
"cell1866","class2",5.5466039399,-0.2077863826
"cell1867","class2",5.0976921062,-0.2330397574
"cell1868","class2",5.0069399399,-0.964254859
"cell1869","class2",4.4178426399,0.6161909923
"cell1870","class2",4.386639221,-0.2920476097
"cell1871","class2",4.9206370979,-0.2462240773
"cell1872","class2",5.2313228495,0.868774725
"cell1873","class2",5.4562316706,0.1437728243
"cell1874","class2",5.1919093838,-0.1435391232
"cell1875","class2",5.7511966583,-0.2914134749
"cell1876","class2",5.1586360323,0.8063602584
"cell1877","class2",4.8397533541,-0.6073308504
"cell1878","class2",5.7549886121,-0.1121382574
"cell1879","class2",5.1475694665,0.0708871888
"cell1880","class2",6.022997709,-0.3971222121
"cell1881","class2",5.8504019473,0.1055859248
"cell1882","class2",3.9421701045,-0.4062634625
"cell1883","class2",4.7523936848,0.170313869
"cell1884","class2",3.8884339899,-0.0481639273
"cell1885","class2",4.4724606073,0.3940330012
"cell1886","class2",5.3584843268,0.0465851554
"cell1887","class2",4.8705361305,-0.4927060625
"cell1888","class2",5.4004563513,-0.0702752759
"cell1889","class2",4.5765852449,-0.0964075166
"cell1890","class2",5.2459816795,0.706396284
"cell1891","class2",4.8789446407,0.1850133309
"cell1892","class2",4.8546648663,-0.099436777
"cell1893","class2",5.5101932963,-0.3005085357
"cell1894","class2",4.5252571261,0.0546808318
"cell1895","class2",4.7549904045,-0.5843871492
"cell1896","class2",5.8210565895,-1.0084833973
"cell1897","class2",6.0007803571,0.3664916508
"cell1898","class2",5.5112660296,-0.0364476847
"cell1899","class2",4.7842749283,1.023384535
"cell1900","class2",3.7373566051,0.9858609482
"cell1901","class2",4.4227077482,0.5709551919
"cell1902","class2",4.7030568732,-0.2287997837
"cell1903","class2",4.970819853,-0.0843011285
"cell1904","class2",4.8605648862,0.5725914455
"cell1905","class2",4.4833348493,0.4959690108
"cell1906","class2",6.2171228673,-0.4413089317
"cell1907","class2",4.2291572716,0.0439755203
"cell1908","class2",5.7017720903,0.0574549499
"cell1909","class2",5.739570159,-0.5016689572
"cell1910","class2",5.4236252835,0.5701037284
"cell1911","class2",4.1222151845,-0.9101437312
"cell1912","class2",4.8635631673,-0.6078926872
"cell1913","class2",4.7885834577,-0.0509200731
"cell1914","class2",5.2323635605,0.0491382869
"cell1915","class2",5.5794395893,-0.5967090553
"cell1916","class2",4.4388867636,0.5276067073
"cell1917","class2",5.7483007344,-0.1186379319
"cell1918","class2",5.6903739076,-0.4497336607
"cell1919","class2",4.2402745318,0.0422793873
"cell1920","class2",5.2158909397,-0.2604773659
"cell1921","class2",4.3835933484,-0.9540382239
"cell1922","class2",5.5013591663,-1.0152935268
"cell1923","class2",5.2607183402,0.1048918173
"cell1924","class2",4.8043076187,-0.3009350681
"cell1925","class2",4.8654101062,-0.7344356428
"cell1926","class2",4.6372843274,0.3314784777
"cell1927","class2",4.2739088966,0.1998018269
"cell1928","class2",4.4737672917,-0.4576525672
"cell1929","class2",4.7776740964,0.5689670351
"cell1930","class2",6.1006504228,-0.3172402665
"cell1931","class2",4.3107781013,-0.0453433354
"cell1932","class2",5.4490678,-0.1401727967
"cell1933","class2",4.4151587919,0.1730237399
"cell1934","class2",4.9302573722,0.6228468505
"cell1935","class2",4.9982322222,0.1570563982
"cell1936","class2",4.4193405054,0.1365657146
"cell1937","class2",4.2576059129,0.0699899923
"cell1938","class2",5.1976164729,-0.3861490542
"cell1939","class2",5.6682750911,-0.1310299296
"cell1940","class2",4.8233867173,-0.6065608944
"cell1941","class2",5.5893657791,0.4931820631
"cell1942","class2",5.0298702933,-0.1011345475
"cell1943","class2",5.1902961799,-0.6268208638
"cell1944","class2",4.7416644103,0.3640677505
"cell1945","class2",3.802589068,0.1447860193
"cell1946","class2",4.9189610595,0.282236819
"cell1947","class2",4.6552630848,0.0696081607
"cell1948","class2",5.061784427,-0.5140945701
"cell1949","class2",5.1354552527,-0.7765556936
"cell1950","class2",4.8165144661,-0.2254260632
"cell1951","class2",4.7227691796,0.417798655
"cell1952","class2",5.2219320787,-0.5762995483
"cell1953","class2",4.6780938773,0.2231293924
"cell1954","class2",5.0563286972,0.3856268672
"cell1955","class2",5.2873286918,0.1682383772
"cell1956","class2",4.8398844465,0.5319683428
"cell1957","class2",5.3170020327,0.284558688
"cell1958","class2",4.8768165223,-0.0453339531
"cell1959","class2",4.8734151321,-0.5787363083
"cell1960","class2",5.5094617758,-1.1371776854
"cell1961","class2",5.2267208703,-0.0429567888
"cell1962","class2",4.6900208128,-0.582466494
"cell1963","class2",5.2098821097,0.2101210162
"cell1964","class2",5.0008448912,0.6420791856
"cell1965","class2",4.799467249,-0.0855678586
"cell1966","class2",4.5919248449,-0.5948486579
"cell1967","class2",4.7973644036,-0.8568893177
"cell1968","class2",5.2078269928,-0.0133068386
"cell1969","class2",4.4070544213,-0.1468456195
"cell1970","class2",5.1584393845,0.4123207961
"cell1971","class2",5.1699731636,-0.1577586628
"cell1972","class2",5.1837442501,0.3733233865
"cell1973","class2",5.3008949162,0.2027436811
"cell1974","class2",5.1409632307,0.6343586585
"cell1975","class2",3.8896558203,0.31400457
"cell1976","class2",5.2722961451,-0.5639880265
"cell1977","class2",5.4340267876,0.139048386
"cell1978","class2",5.9502147562,-0.9357160227
"cell1979","class2",4.2441220452,-0.4880593504
"cell1980","class2",5.7199110554,-0.2893617502
"cell1981","class2",4.6998507365,-0.4220179685
"cell1982","class2",4.9980623583,0.1531060074
"cell1983","class2",4.3678847877,-0.5818412676
"cell1984","class2",4.6239636135,1.0923225068
"cell1985","class2",5.1420429949,0.3423884775
"cell1986","class2",4.6207493251,0.4403842163
"cell1987","class2",4.1274166129,0.5888643349
"cell1988","class2",5.4336070909,-1.4852429668
"cell1989","class2",4.7349088939,-0.2404323618
"cell1990","class2",5.3614728583,0.0147559939
"cell1991","class2",4.3680644668,0.301546744
"cell1992","class2",5.033820641,0.9423354954
"cell1993","class2",5.408321858,0.1822949991
"cell1994","class2",4.3516070089,0.0618554427
"cell1995","class2",5.1309439673,0.6541188706
"cell1996","class2",4.7903481441,0.1336704898
"cell1997","class2",4.3537002716,-0.1121936235
"cell1998","class2",5.4211232212,-0.4843179155
"cell1999","class2",6.3763284566,-0.8618035288
"cell2000","class2",4.6298643381,-0.2793944362
"cell2001","class3",0.0968252399,-2.5909460151
"cell2002","class3",-1.1921697537,-2.4887564046
"cell2003","class3",-0.8930747941,-1.9586748059
"cell2004","class3",-0.6623537623,-0.8873025869
"cell2005","class3",-1.1873677019,-2.6902533157
"cell2006","class3",-2.2894943627,-3.415361162
"cell2007","class3",-0.4398327979,-2.0811591552
"cell2008","class3",-0.5836003365,-2.8224066687
"cell2009","class3",-0.9140545078,-0.3343595433
"cell2010","class3",-0.588163824,-0.9212567855
"cell2011","class3",-1.6990767225,0.599998327
"cell2012","class3",-0.6008219115,-2.9426202825
"cell2013","class3",0.6941245965,-1.3694951786
"cell2014","class3",0.630871661,-1.5285954884
"cell2015","class3",-1.4197252062,-2.5522317756
"cell2016","class3",-0.7694482786,-1.026191727
"cell2017","class3",-1.2468543089,-2.1990179438
"cell2018","class3",-0.7314497442,-2.9277664857
"cell2019","class3",-0.2330339238,-1.7254952855
"cell2020","class3",-0.9352642196,-2.8593848281
"cell2021","class3",-1.2918111775,-2.710548754
"cell2022","class3",0.6049940652,-2.1481734009
"cell2023","class3",-2.5222028747,-2.0197463957
"cell2024","class3",-1.9971060309,-2.7296561863
"cell2025","class3",-0.8002068202,-3.511194675
"cell2026","class3",-0.0153102299,-1.6505315043
"cell2027","class3",-1.3829733532,-0.5740450272
"cell2028","class3",-1.0218971002,-1.7028980705
"cell2029","class3",-1.9067841857,-2.9845289609
"cell2030","class3",-1.754162873,-1.1028390494
"cell2031","class3",-0.6043982486,-2.2903450913
"cell2032","class3",-0.3553692474,-0.4555121094
"cell2033","class3",-1.2418361675,-1.6736759117
"cell2034","class3",-0.9938872649,-3.3936086887
"cell2035","class3",-0.3212742215,-2.5532575708
"cell2036","class3",-0.1401577272,-0.5831147152
"cell2037","class3",-0.9140692845,-0.762402788
"cell2038","class3",-0.5916117723,-2.6134163757
"cell2039","class3",-2.3888759395,-1.7659072024
"cell2040","class3",-2.3056331934,-2.4131062289
"cell2041","class3",-1.050866122,-3.4127233809
"cell2042","class3",-0.1460945447,-3.6293021788
"cell2043","class3",1.0105055386,-0.0810140986
"cell2044","class3",-1.6791490845,-1.7507536439
"cell2045","class3",-0.5502852201,-1.3543584242
"cell2046","class3",-0.9709718987,-2.9630306515
"cell2047","class3",-0.0051489424,-0.7374690029
"cell2048","class3",-0.8444482861,-2.2614342302
"cell2049","class3",1.0107152628,-2.8912049017
"cell2050","class3",0.0025113688,-3.5678101832
"cell2051","class3",-1.320306793,-2.5576118434
"cell2052","class3",-1.2221638386,-2.0084464494
"cell2053","class3",-1.5776458383,-0.8209331274
"cell2054","class3",-1.0319405155,-2.5241866209
"cell2055","class3",0.1866649137,-3.476068619
"cell2056","class3",-1.9337059566,-1.4082062923
"cell2057","class3",0.0026141794,-2.340575483
"cell2058","class3",-0.2286009415,-1.9785414604
"cell2059","class3",-1.7859522323,-1.1724034402
"cell2060","class3",-0.1539072616,-2.069708058
"cell2061","class3",-0.1433506943,-1.5959435453
"cell2062","class3",0.8872316757,-2.2093165077
"cell2063","class3",-1.5433613308,-0.9919158133
"cell2064","class3",-2.4956454399,-2.375567593
"cell2065","class3",-2.0737404327,-4.8748258254
"cell2066","class3",-0.4586299579,-2.0618043867
"cell2067","class3",0.0775767944,-2.2964543391
"cell2068","class3",0.7684227658,-0.1636376334
"cell2069","class3",-2.254332686,-0.2519723795
"cell2070","class3",0.1015630914,-2.430630466
"cell2071","class3",-0.1158009505,-0.2972960473
"cell2072","class3",-1.5098113876,-1.0015990372
"cell2073","class3",-1.0887600043,-1.0945302935
"cell2074","class3",1.4056132024,-1.8893948619
"cell2075","class3",-1.7368997099,-2.3810218574
"cell2076","class3",-0.4282962027,-2.3624717506
"cell2077","class3",-1.4540799777,-1.5701810595
"cell2078","class3",-1.592554596,-1.4549935881
"cell2079","class3",0.8082569579,-1.6155375537
"cell2080","class3",-0.9426059892,-1.4391472806
"cell2081","class3",-0.6293784952,-2.9101068719
"cell2082","class3",-1.946031201,-3.1569691168
"cell2083","class3",-0.6519602206,-2.5205301539
"cell2084","class3",-2.4196437112,-2.8028442667
"cell2085","class3",-2.3402552654,-1.2907832763
"cell2086","class3",-0.8171603606,-2.8184058552
"cell2087","class3",-1.576274031,-1.4222469591
"cell2088","class3",-0.0772248406,-0.3017830197
"cell2089","class3",-1.7818226264,-2.8837844783
"cell2090","class3",0.0159249436,-1.4183119947
"cell2091","class3",-1.1939490279,-2.0510238878
"cell2092","class3",-1.657175034,-2.3331281732
"cell2093","class3",-1.3790570511,-1.0554528243
"cell2094","class3",0.6921929301,-1.9860072727
"cell2095","class3",-0.2897646875,-2.0822776119
"cell2096","class3",0.0986779648,-1.003481907
"cell2097","class3",0.428769982,-2.1589948843
"cell2098","class3",1.0625953877,-2.8008703164
"cell2099","class3",0.1482068139,-1.5434382985
"cell2100","class3",-0.6497971981,-0.5444656148
"cell2101","class3",-1.3623559482,-1.7682874549
"cell2102","class3",0.2165524575,-2.3803485835
"cell2103","class3",-2.4785478072,-4.1952497197
"cell2104","class3",-0.1555240375,-0.0530819838
"cell2105","class3",0.278828079,-0.3185031254
"cell2106","class3",-1.0183991676,-0.9598710884
"cell2107","class3",-1.4039384947,-0.8789579982
"cell2108","class3",-2.1340559179,-2.7962995485
"cell2109","class3",-1.4445701126,-1.759571857
"cell2110","class3",-2.5390411017,-2.0002229818
"cell2111","class3",-0.9306411407,-0.8260848363
"cell2112","class3",-1.8228732757,-2.3310095553
"cell2113","class3",-0.0956491134,-1.2952341277
"cell2114","class3",-1.988706311,-1.7370695486
"cell2115","class3",-1.2222684989,-0.4031075672
"cell2116","class3",-0.0954284347,-1.2667988843
"cell2117","class3",-1.5917968556,-1.03463993
"cell2118","class3",-1.6001710203,-1.1405261522
"cell2119","class3",0.3293771977,-2.1255984443
"cell2120","class3",-0.9576431595,-0.7385256489
"cell2121","class3",2.2649440361,-0.3786461382
"cell2122","class3",-1.0586224627,-2.5420685516
"cell2123","class3",-1.3888619518,-1.0948257113
"cell2124","class3",-0.3605237614,-2.7876244469
"cell2125","class3",-0.331799814,-3.0484199631
"cell2126","class3",-0.5893206513,-2.4234626647
"cell2127","class3",-0.8084255842,-1.269824065
"cell2128","class3",-0.6877200025,-0.4888658881
"cell2129","class3",-0.5377983711,-1.9939928896
"cell2130","class3",-0.2502574518,-2.4917097305
"cell2131","class3",-0.3520137545,-1.425179418
"cell2132","class3",0.4770584983,-2.3729685368
"cell2133","class3",-0.9784081392,-2.06014244
"cell2134","class3",-1.7879637836,-1.6311905917
"cell2135","class3",-1.3687898517,-0.9890641935
"cell2136","class3",-1.1948662251,-1.4547770691
"cell2137","class3",-2.577829917,-2.7889411473
"cell2138","class3",-1.3776957638,-0.6034649538
"cell2139","class3",-0.1676408724,-1.8199460587
"cell2140","class3",-1.6827657589,-1.2430787047
"cell2141","class3",0.5200814854,-2.4099963575
"cell2142","class3",-0.6904389251,-2.3190018444
"cell2143","class3",-2.7521131412,-3.5531393222
"cell2144","class3",-0.4548583648,-2.1600789236
"cell2145","class3",-1.1673702319,0.215184427
"cell2146","class3",-0.3682833904,-1.6396408857
"cell2147","class3",-2.1050276456,0.2986058895
"cell2148","class3",-0.1626561898,-1.5778007262
"cell2149","class3",-0.9474655529,-1.9826865003
"cell2150","class3",-1.0397877249,-2.5653919186
"cell2151","class3",-1.5337867498,-1.3043597513
"cell2152","class3",0.0310836859,-2.1652004769
"cell2153","class3",-1.9744710788,-3.287518717
"cell2154","class3",-1.6809426579,-1.5652686444
"cell2155","class3",-0.9734341348,0.041008102
"cell2156","class3",0.8990228025,-1.7955592956
"cell2157","class3",-1.6041485095,-2.1281981514
"cell2158","class3",-2.0712896607,-1.2397963867
"cell2159","class3",-1.5640542007,-4.5227131506
"cell2160","class3",-0.207588667,-2.2970707982
"cell2161","class3",-0.7419121406,-4.0029425472
"cell2162","class3",-2.0386726408,-4.6278355399
"cell2163","class3",-1.7773518618,-1.2885936778
"cell2164","class3",1.1169062886,-1.9888121562
"cell2165","class3",-0.2426581742,-1.8968524431
"cell2166","class3",-0.6838550994,-2.1912400094
"cell2167","class3",-1.3631669324,-1.4943913841
"cell2168","class3",-0.6845402865,-1.6563920424
"cell2169","class3",-1.5063003433,-1.0557198147
"cell2170","class3",-0.1706807161,-1.650428054
"cell2171","class3",-0.9130169286,-2.1500855949
"cell2172","class3",-2.2341923735,-1.1917555867
"cell2173","class3",-3.097058863,-1.2965867451
"cell2174","class3",0.2709879155,-1.9070845497
"cell2175","class3",-0.9390435716,-1.5559011323
"cell2176","class3",-0.9692682244,-0.8720529166
"cell2177","class3",-1.4833423423,-1.4756261799
"cell2178","class3",-1.0288468168,-2.6444218185
"cell2179","class3",-1.0065759647,-1.8199666697
"cell2180","class3",-1.8337147153,-1.6781097135
"cell2181","class3",-0.4485103372,-0.0662793198
"cell2182","class3",0.6884152144,-1.5204243746
"cell2183","class3",-1.9257519785,-0.4502357377
"cell2184","class3",-1.0673922094,-3.6220455653
"cell2185","class3",-0.5869981697,-2.3903379034
"cell2186","class3",-2.1458938918,-2.2396171673
"cell2187","class3",-2.6309143509,-1.2074900816
"cell2188","class3",-1.9033445264,-2.1018022274
"cell2189","class3",-1.3208900181,-2.415955801
"cell2190","class3",-0.5648462747,-0.7471461842
"cell2191","class3",-3.4218452254,-0.717920392
"cell2192","class3",-0.2213992568,-2.7099968377
"cell2193","class3",-2.4915474698,-1.3158741762
"cell2194","class3",-1.4606972058,-1.9053411923
"cell2195","class3",-1.3449277954,-1.5216128251
"cell2196","class3",-1.8208243334,-3.0723152439
"cell2197","class3",-2.424035522,-2.5062345633
"cell2198","class3",0.1841672993,-2.6113986354
"cell2199","class3",-0.9044331109,-2.9996217504
"cell2200","class3",0.0280458673,-1.0426444465
"cell2201","class3",-0.5244280479,-1.62597185
"cell2202","class3",-1.1539127202,-0.8600248376
"cell2203","class3",-3.0820961059,-1.8740636421
"cell2204","class3",-1.2583139177,-0.1134613843
"cell2205","class3",-2.0223374802,-2.4193634319
"cell2206","class3",-0.1745919356,-1.4646883572
"cell2207","class3",-1.2917990722,-0.2237276853
"cell2208","class3",-1.5275174814,-3.9304676489
"cell2209","class3",-0.8774884478,0.0287077516
"cell2210","class3",-2.0881573699,-1.3041050623
"cell2211","class3",-1.8928707792,-3.3732757716
"cell2212","class3",-1.7018535158,-0.6461790902
"cell2213","class3",-1.4598914706,-1.5711728078
"cell2214","class3",-0.4746340997,-2.272570005
"cell2215","class3",-1.3564887797,-1.7678965557
"cell2216","class3",-0.6548651054,-0.8779253187
"cell2217","class3",-1.6796482448,-2.9594755119
"cell2218","class3",0.378944463,-1.4699702277
"cell2219","class3",-1.6278536032,-3.0667317662
"cell2220","class3",1.4733067502,0.2223996932
"cell2221","class3",-1.5482717958,-1.3612885974
"cell2222","class3",-1.0683260226,-1.9755065803
"cell2223","class3",-0.6247548103,-1.9865577248
"cell2224","class3",-0.1769162065,-2.2273931919
"cell2225","class3",-1.4106037561,-1.2845837584
"cell2226","class3",-3.1912482978,-1.0951161938
"cell2227","class3",0.9017538528,-1.0809345799
"cell2228","class3",-0.1163900215,-0.275938844
"cell2229","class3",-1.6339415708,-3.2340737682
"cell2230","class3",-1.4589741147,-2.2778438184
"cell2231","class3",-2.3896692465,-1.8862028567
"cell2232","class3",-0.8784856015,-3.2538884101
"cell2233","class3",-1.1306117169,-1.3275787101
"cell2234","class3",-0.7550352077,-2.3770591196
"cell2235","class3",-1.7025980585,-2.8614391519
"cell2236","class3",-2.7472066297,-0.4759186315
"cell2237","class3",-0.3426287082,-2.7452058999
"cell2238","class3",-1.3691711005,-4.3198360084
"cell2239","class3",-0.7648747652,-1.5569101219
"cell2240","class3",-1.0682158588,-1.417078386
"cell2241","class3",-0.6504929477,-2.5479607282
"cell2242","class3",-0.2185845602,-3.0016555135
"cell2243","class3",-2.0900261749,-0.5258210039
"cell2244","class3",0.6151883018,-3.9147676367
"cell2245","class3",-1.0328191238,-3.3852207758
"cell2246","class3",-2.5558773667,-4.4682008751
"cell2247","class3",0.4222134541,-1.8357086547
"cell2248","class3",-0.1360215643,-2.5528475095
"cell2249","class3",-0.6924871877,-1.8345634084
"cell2250","class3",-1.1629233203,-2.2376095012
"cell2251","class3",-0.8495600974,-1.9443681501
"cell2252","class3",-2.3063142714,-2.8357932796
"cell2253","class3",-1.8111517681,-0.8061740086
"cell2254","class3",-0.0008623285,-2.2003544961
"cell2255","class3",-0.3703235096,-1.3256543862
"cell2256","class3",-2.8448240559,-3.2387043362
"cell2257","class3",-0.8223584202,-1.2511004114
"cell2258","class3",-1.291813573,-2.551820848
"cell2259","class3",-0.6902285769,-0.0695938581
"cell2260","class3",-0.8305705174,-3.0334987192
"cell2261","class3",-0.6727188559,-3.5526548452
"cell2262","class3",1.0991087357,-3.0126132162
"cell2263","class3",-2.4611155848,-2.6796393954
"cell2264","class3",0.0882696546,-1.6939554338
"cell2265","class3",0.2810685471,-1.6980447457
"cell2266","class3",-1.0581133202,-1.2314492881
"cell2267","class3",-2.6741843127,-3.0800433722
"cell2268","class3",-2.086395549,-2.4299834904
"cell2269","class3",-0.3668717263,-1.5046408498
"cell2270","class3",-2.4731062452,-1.6342574719
"cell2271","class3",-0.6661739856,-2.117908883
"cell2272","class3",-0.8380573899,-0.8960686287
"cell2273","class3",-0.6765238716,-3.297431773
"cell2274","class3",0.7595373761,-3.5129180532
"cell2275","class3",-1.0824864717,-0.9568936869
"cell2276","class3",-0.2268360229,-3.5239115956
"cell2277","class3",-0.9002029971,-3.2723769957
"cell2278","class3",2.2612621411,-1.416360278
"cell2279","class3",0.1314184066,-1.7155483129
"cell2280","class3",-1.9311337444,-2.0913368298
"cell2281","class3",-2.1027191485,-0.4862260752
"cell2282","class3",0.0534264861,-2.5294512251
"cell2283","class3",0.9430539694,-1.6430693317
"cell2284","class3",-0.4033213257,1.5855348964
"cell2285","class3",-0.8696297704,-3.2780901997
"cell2286","class3",-2.4015992315,-1.4553301416
"cell2287","class3",-0.2983695565,-1.3143475367
"cell2288","class3",-1.3783756861,-2.9187617505
"cell2289","class3",-0.9015956339,-1.6262785928
"cell2290","class3",-0.1560228986,-2.6963994099
"cell2291","class3",-2.8850463003,-1.5408208942
"cell2292","class3",-0.8758996949,-1.6301168372
"cell2293","class3",-2.7008458071,-2.9661742856
"cell2294","class3",-0.25184125,-0.2965585025
"cell2295","class3",-1.4435339778,-3.5928906284
"cell2296","class3",-1.2509133421,-1.8907045236
"cell2297","class3",-2.0033272244,-2.7767808231
"cell2298","class3",-1.3950429301,-0.9196856033
"cell2299","class3",-1.8440559837,-1.5290240752
"cell2300","class3",-0.9877252025,-2.1190819347
"cell2301","class3",-1.6161412873,-1.5011218762
"cell2302","class3",-1.874571054,-2.4768968305
"cell2303","class3",-0.1470210781,-2.9641586332
"cell2304","class3",-1.7900664372,-1.4061255297
"cell2305","class3",-0.7054204058,-2.5109964191
"cell2306","class3",-1.0700205624,-1.9593681835
"cell2307","class3",-2.7321836406,-1.6769535952
"cell2308","class3",-0.8585711228,-3.3877810608
"cell2309","class3",-0.3754219769,-0.5851268597
"cell2310","class3",-0.421538414,-2.7244849522
"cell2311","class3",-1.6989026711,-3.4461981887
"cell2312","class3",-1.0396781304,-1.7592120135
"cell2313","class3",-0.8577044137,-2.6015396096
"cell2314","class3",-1.2425070341,-0.9707537298
"cell2315","class3",-0.4694486056,-0.4865322062
"cell2316","class3",0.2222430683,-2.3781052474
"cell2317","class3",0.1126206626,-0.842723078
"cell2318","class3",-2.4958370639,-1.9730108918
"cell2319","class3",-1.7005944283,-3.3457475414
"cell2320","class3",-1.2066309524,-2.2761878481
"cell2321","class3",-2.0859585552,-3.4903625796
"cell2322","class3",-0.7936389348,-0.1112701712
"cell2323","class3",0.2405950593,-2.4779481214
"cell2324","class3",-1.472032206,-2.8617155068
"cell2325","class3",-0.7295827148,-1.995565646
"cell2326","class3",-1.6929663658,-2.2020106839
"cell2327","class3",-0.1810954517,-1.0786209469
"cell2328","class3",-2.1998244379,-1.9958915474
"cell2329","class3",-1.065979488,-3.9073841976
"cell2330","class3",-0.6309136896,0.1296499242
"cell2331","class3",-0.0258766749,0.2002894245
"cell2332","class3",-1.2339616862,-0.5968852456
"cell2333","class3",-1.9366992223,-3.4584162066
"cell2334","class3",-1.6255787829,-2.8535327597
"cell2335","class3",-0.4148488723,-1.7207394489
"cell2336","class3",1.0342799925,-3.7038147226
"cell2337","class3",-1.7185466274,-3.0366546666
"cell2338","class3",-1.3602935562,-2.4443322425
"cell2339","class3",-1.6603323622,-1.5643931428
"cell2340","class3",-1.2338736111,-1.6148918506
"cell2341","class3",-1.4175097764,-1.2087698663
"cell2342","class3",-0.7762746667,-1.1249578837
"cell2343","class3",0.7327980947,-2.668736586
"cell2344","class3",-1.0867130225,-3.5466444735
"cell2345","class3",-0.1783851936,-2.2440183319
"cell2346","class3",0.178518578,-0.6729417263
"cell2347","class3",-0.0854305008,-2.2523642973
"cell2348","class3",0.634439581,-0.8856232145
"cell2349","class3",-0.6259981031,-3.2494281794
"cell2350","class3",-2.3083467533,-0.8975543223
"cell2351","class3",0.0764907711,-1.2560368578
"cell2352","class3",-2.1383209156,-0.7792958888
"cell2353","class3",-1.3104538906,-1.425848347
"cell2354","class3",-1.2447318245,-0.6784201058
"cell2355","class3",0.3970076114,-2.3999889121
"cell2356","class3",-1.7468878699,-2.9278460634
"cell2357","class3",-0.5237428245,-0.9063077427
"cell2358","class3",0.4115935082,-0.1849304865
"cell2359","class3",-1.5957102797,-2.6864002084
"cell2360","class3",-1.6286702022,-2.3852770636
"cell2361","class3",-0.8855157577,-2.7788541426
"cell2362","class3",-1.2340069863,-2.1512042861
"cell2363","class3",-1.8028152593,-0.4317117124
"cell2364","class3",-0.5799854486,-3.4209586426
"cell2365","class3",-0.5857096602,-1.9644344107
"cell2366","class3",0.0747665134,-2.647111972
"cell2367","class3",0.3875722492,-2.7584477551
"cell2368","class3",-1.1632683323,-2.2680035039
"cell2369","class3",-0.2064225351,-2.2751494781
"cell2370","class3",-2.5293201269,-1.9677155796
"cell2371","class3",-1.9105158964,-2.8842585668
"cell2372","class3",-2.4887296713,-2.5811796569
"cell2373","class3",-1.4672673294,-1.7186157283
"cell2374","class3",-0.1624489186,-1.256272424
"cell2375","class3",-0.0013572982,-1.1787688764
"cell2376","class3",-0.0535934238,-1.1210190796
"cell2377","class3",0.8082294763,-1.3576593634
"cell2378","class3",-1.4459859121,-2.1668738897
"cell2379","class3",-2.1301172768,-3.3379211584
"cell2380","class3",-3.5249995146,-0.8220367115
"cell2381","class3",-0.7781040491,-1.8176944896
"cell2382","class3",-0.6138577581,-2.3045068094
"cell2383","class3",-0.8152520599,-2.4475784367
"cell2384","class3",-1.4946325984,-1.9756849803
"cell2385","class3",0.4436886652,-1.2597176887
"cell2386","class3",-2.026897823,-0.1518035421
"cell2387","class3",1.58334317,-0.6569037336
"cell2388","class3",-0.8960201819,-1.8062982746
"cell2389","class3",-1.28088848,-1.9416035767
"cell2390","class3",0.0577590317,-1.9693454224
"cell2391","class3",-0.9915166031,-1.5918295697
"cell2392","class3",0.2806815279,-2.5139357041
"cell2393","class3",0.6324861542,-1.9140947082
"cell2394","class3",-2.3001248092,-2.5563342989
"cell2395","class3",-0.2273281507,-2.5634593262
"cell2396","class3",-0.7467099113,-2.6293812892
"cell2397","class3",0.1023277245,-1.2283343161
"cell2398","class3",-2.7480162285,-1.330826913
"cell2399","class3",0.134480377,-2.1695255477
"cell2400","class3",-0.5984520527,-0.8764836664
"cell2401","class3",0.6855379002,-1.9963924435
"cell2402","class3",-3.0849424037,-1.7655777574
"cell2403","class3",-1.018529712,-1.3653656495
"cell2404","class3",-1.0940841003,-2.4675352432
"cell2405","class3",-0.7828315069,-2.6882317037
"cell2406","class3",1.5385261311,-0.8600849084
"cell2407","class3",-0.5975173495,-2.0114031062
"cell2408","class3",0.6314441792,-1.6233364549
"cell2409","class3",-1.8857425964,-1.0777969329
"cell2410","class3",-2.3198398584,-2.6592252759
"cell2411","class3",-1.3850905159,-2.6416588267
"cell2412","class3",-1.8627887978,-1.7937314661
"cell2413","class3",-1.429226457,-2.4449494211
"cell2414","class3",-0.4638743576,-3.3303919044
"cell2415","class3",-1.0287822413,-1.0173528881
"cell2416","class3",-1.957276582,-2.4574991693
"cell2417","class3",0.3930498195,-0.9262554443
"cell2418","class3",-1.8268890874,-3.1073877915
"cell2419","class3",0.2463889507,-2.2378843048
"cell2420","class3",-0.3959188595,-1.8709474511
"cell2421","class3",-2.3386833435,-2.5817785847
"cell2422","class3",-0.0915689412,-0.8910691129
"cell2423","class3",0.1252932847,-2.5961778427
"cell2424","class3",-0.4947924345,-4.1881136945
"cell2425","class3",-1.2216701678,-0.9910310922
"cell2426","class3",-0.5371853087,-4.3362271331
"cell2427","class3",0.6026831551,-2.9003856971
"cell2428","class3",-0.2561588205,-2.6734103697
"cell2429","class3",-0.7112046036,-1.928176456
"cell2430","class3",-1.9691321765,-2.541757262
"cell2431","class3",-1.7162304935,-1.1765538667
"cell2432","class3",-1.8645879474,-1.9911652576
"cell2433","class3",-1.1083793226,-2.8022716451
"cell2434","class3",-0.7853836428,-1.5274511961
"cell2435","class3",-0.5037290199,-2.4999690414
